"","CodeYear","X","iso2c","code","year","country","trade","gdppc","education","competitiveness","urban","id","cocscore","Country","Year","Code","aca_pres","aca_year","aca_yrsince","foia_pres","foia_year","foia_yrssince"
"1","ADO1996",96,"AD","ADO",1996,"Andorra",NA,NA,NA,NA,93.425,6,1.35953927,"Andorra",1996,"ADO",0,0,NA,0,0,NA
"2","ADO1997",97,"AD","ADO",1997,"Andorra",NA,NA,NA,NA,93.18,NA,NA,"Andorra",1997,"ADO",0,0,NA,0,0,NA
"3","ADO1998",98,"AD","ADO",1998,"Andorra",NA,NA,NA,NA,92.927,222,1.380148649,"Andorra",1998,"ADO",0,0,NA,0,0,NA
"4","ADO1999",99,"AD","ADO",1999,"Andorra",NA,NA,NA,NA,92.666,NA,NA,"Andorra",1999,"ADO",0,0,NA,0,0,NA
"5","ADO2000",100,"AD","ADO",2000,"Andorra",NA,NA,NA,NA,92.395,438,1.384882808,"Andorra",2000,"ADO",0,0,NA,0,0,NA
"6","ADO2001",101,"AD","ADO",2001,"Andorra",NA,NA,NA,NA,92.056,NA,NA,"Andorra",2001,"ADO",0,0,NA,0,0,NA
"7","ADO2002",102,"AD","ADO",2002,"Andorra",NA,NA,NA,NA,91.641,654,1.29933393,"Andorra",2002,"ADO",0,0,NA,0,0,NA
"8","ADO2003",103,"AD","ADO",2003,"Andorra",NA,NA,NA,NA,91.207,870,1.316519618,"Andorra",2003,"ADO",0,0,NA,0,0,NA
"9","ADO2004",104,"AD","ADO",2004,"Andorra",NA,NA,NA,NA,90.751,1086,1.101778388,"Andorra",2004,"ADO",0,0,NA,0,0,NA
"10","ADO2005",105,"AD","ADO",2005,"Andorra",NA,NA,NA,NA,90.295,1302,1.27218318,"Andorra",2005,"ADO",0,0,NA,0,0,NA
"11","ADO2006",106,"AD","ADO",2006,"Andorra",NA,NA,NA,NA,89.838,1518,1.27474761,"Andorra",2006,"ADO",0,0,NA,0,0,NA
"12","ADO2007",107,"AD","ADO",2007,"Andorra",NA,NA,NA,NA,89.363,1734,1.298273921,"Andorra",2007,"ADO",0,0,NA,0,0,NA
"13","ADO2008",108,"AD","ADO",2008,"Andorra",NA,NA,NA,NA,88.867,1950,1.319785237,"Andorra",2008,"ADO",0,0,NA,0,0,NA
"14","ADO2009",109,"AD","ADO",2009,"Andorra",NA,NA,NA,NA,88.352,2166,1.345136762,"Andorra",2009,"ADO",0,0,NA,0,0,NA
"15","AGO1996",242,"AO","AGO",1996,"Angola",152.1100715,NA,NA,NA,29.57,7,-1.15809834,"Angola",1996,"AGO",0,0,NA,0,2002,-6
"16","AGO1997",243,"AO","AGO",1997,"Angola",137.6737442,NA,NA,NA,30.268,NA,NA,"Angola",1997,"AGO",0,0,NA,0,2002,-5
"17","AGO1998",244,"AO","AGO",1998,"Angola",129.8674995,NA,12.02812,NA,30.975,223,-1.318856239,"Angola",1998,"AGO",0,0,NA,0,2002,-4
"18","AGO1999",245,"AO","AGO",1999,"Angola",178.9937855,NA,12.02433,NA,31.692,NA,NA,"Angola",1999,"AGO",0,0,NA,0,2002,-3
"19","AGO2000",246,"AO","AGO",2000,"Angola",152.4556525,NA,13.77945,NA,32.419,439,-1.516697884,"Angola",2000,"AGO",0,0,NA,0,2002,-2
"20","AGO2001",247,"AO","AGO",2001,"Angola",150.3355064,NA,15.57359,NA,33.152,NA,NA,"Angola",2001,"AGO",0,0,NA,0,2002,-1
"21","AGO2002",248,"AO","AGO",2002,"Angola",105.3017426,NA,16.80757,NA,33.895,655,-1.136933327,"Angola",2002,"AGO",0,0,NA,1,2002,0
"22","AGO2003",249,"AO","AGO",2003,"Angola",103.9012296,NA,NA,NA,34.645,871,-1.303789735,"Angola",2003,"AGO",0,0,NA,1,2002,1
"23","AGO2004",250,"AO","AGO",2004,"Angola",103.5799471,NA,NA,NA,35.405,1087,-1.281113744,"Angola",2004,"AGO",0,0,NA,1,2002,2
"24","AGO2005",251,"AO","AGO",2005,"Angola",106.5909621,NA,NA,272,36.169,1303,-1.331654906,"Angola",2005,"AGO",0,0,NA,1,2002,3
"25","AGO2006",252,"AO","AGO",2006,"Angola",94.62515933,NA,NA,272,36.942,1519,-1.227777839,"Angola",2006,"AGO",0,0,NA,1,2002,4
"26","AGO2007",253,"AO","AGO",2007,"Angola",108.0600679,NA,NA,272,37.722,1735,-1.320408344,"Angola",2007,"AGO",0,0,NA,1,2002,5
"27","AGO2008",254,"AO","AGO",2008,"Angola",121.3647079,NA,23.55459,272,38.509,1951,-1.283269048,"Angola",2008,"AGO",0,0,NA,1,2002,6
"28","AGO2009",255,"AO","AGO",2009,"Angola",128.28818,NA,24.99245,272,39.299,2167,-1.417586088,"Angola",2009,"AGO",0,0,NA,1,2002,7
"29","AGO2010",256,"AO","AGO",2010,"Angola",104.6607014,NA,28.78131,282,40.097,2383,-1.319217563,"Angola",2010,"AGO",0,0,NA,1,2002,8
"30","ALB1996",188,"AL","ALB",1996,"Albania",43.22020295,13559043822,68.13892,NA,39.473,3,-1.090980411,"Albania",1996,"ALB",0,1999,-3,0,1999,-3
"31","ALB1997",189,"AL","ALB",1997,"Albania",43.93564974,12089534214,69.67037,NA,40.035,NA,NA,"Albania",1997,"ALB",0,1999,-2,0,1999,-2
"32","ALB1998",190,"AL","ALB",1998,"Albania",45.48134083,13178662524,71.65516,NA,40.601,219,-1.008591175,"Albania",1998,"ALB",0,1999,-1,0,1999,-1
"33","ALB1999",191,"AL","ALB",1999,"Albania",48.029748,14957936600,71.91153,NA,41.169,NA,NA,"Albania",1999,"ALB",1,1999,0,1,1999,0
"34","ALB2000",192,"AL","ALB",2000,"Albania",55.92042873,15955125469,71.4528,NA,41.741,435,-0.824482322,"Albania",2000,"ALB",1,1999,1,1,1999,1
"35","ALB2001",193,"AL","ALB",2001,"Albania",57.43036125,17222015310,72.90516,NA,42.435,NA,NA,"Albania",2001,"ALB",1,1999,2,1,1999,2
"36","ALB2002",194,"AL","ALB",2002,"Albania",63.93424074,17950742674,73.00286,NA,43.501,651,-0.856775105,"Albania",2002,"ALB",1,1999,3,1,1999,3
"37","ALB2003",195,"AL","ALB",2003,"Albania",65.44062194,18987127109,75.01899,NA,44.573,867,-0.768750072,"Albania",2003,"ALB",1,1999,4,1,1999,4
"38","ALB2004",196,"AL","ALB",2004,"Albania",66.35782544,20071207875,74.17028,NA,45.651,1083,-0.671658039,"Albania",2004,"ALB",1,1999,5,1,1999,5
"39","ALB2005",197,"AL","ALB",2005,"Albania",70.2953012,21219445540,76.88706,364,46.731,1299,-0.746664345,"Albania",2005,"ALB",1,1999,6,1,1999,6
"40","ALB2006",198,"AL","ALB",2006,"Albania",73.45504916,22371876329,77.95589,364,47.815,1515,-0.805980444,"Albania",2006,"ALB",1,1999,7,1,1999,7
"41","ALB2007",199,"AL","ALB",2007,"Albania",82.87242263,23691817032,81.28087,364,48.902,1731,-0.659164071,"Albania",2007,"ALB",1,1999,8,1,1999,8
"42","ALB2008",200,"AL","ALB",2008,"Albania",86.02737227,25475810855,83.64892,368,49.991,1947,-0.545419455,"Albania",2008,"ALB",1,1999,9,1,1999,9
"43","ALB2009",201,"AL","ALB",2009,"Albania",83.35956263,26329250519,85.40931,368,51.076,2163,-0.493278325,"Albania",2009,"ALB",1,1999,10,1,1999,10
"44","ALB2010",202,"AL","ALB",2010,"Albania",85.46456033,27306065713,88.41164,360,52.163,2379,-0.488577753,"Albania",2010,"ALB",1,1999,11,1,1999,11
"45","ARE1996",115,"AE","ARE",1996,"United Arab Emirates",NA,2.64e+11,NA,NA,78.493,204,-0.086589083,"United Arab Emirates",1996,"ARE",0,0,NA,0,0,NA
"46","ARE1997",116,"AE","ARE",1997,"United Arab Emirates",NA,2.86e+11,80.61616,NA,78.938,NA,NA,"United Arab Emirates",1997,"ARE",0,0,NA,0,0,NA
"47","ARE1998",117,"AE","ARE",1998,"United Arab Emirates",NA,2.87e+11,80.95871,NA,79.378,420,-0.030404057,"United Arab Emirates",1998,"ARE",0,0,NA,0,0,NA
"48","ARE1999",118,"AE","ARE",1999,"United Arab Emirates",NA,2.95e+11,83.36691,NA,79.81,NA,NA,"United Arab Emirates",1999,"ARE",0,0,NA,0,0,NA
"49","ARE2000",119,"AE","ARE",2000,"United Arab Emirates",NA,3.27e+11,NA,NA,80.236,636,0.128317997,"United Arab Emirates",2000,"ARE",0,0,NA,0,0,NA
"50","ARE2001",120,"AE","ARE",2001,"United Arab Emirates",89.86457993,3.32e+11,NA,NA,80.655,NA,NA,"United Arab Emirates",2001,"ARE",0,0,NA,0,0,NA
"51","ARE2002",121,"AE","ARE",2002,"United Arab Emirates",93.07165881,3.4e+11,NA,NA,81.067,852,1.245993972,"United Arab Emirates",2002,"ARE",0,0,NA,0,0,NA
"52","ARE2003",122,"AE","ARE",2003,"United Arab Emirates",102.3001695,3.7e+11,NA,NA,81.472,1068,0.939963639,"United Arab Emirates",2003,"ARE",0,0,NA,0,0,NA
"53","ARE2004",123,"AE","ARE",2004,"United Arab Emirates",116.6226733,4.05e+11,NA,NA,81.871,1284,1.144354463,"United Arab Emirates",2004,"ARE",0,0,NA,0,0,NA
"54","ARE2005",124,"AE","ARE",2005,"United Arab Emirates",119.553124,4.25e+11,NA,12,82.262,1500,1.069116354,"United Arab Emirates",2005,"ARE",0,0,NA,0,0,NA
"55","ARE2006",125,"AE","ARE",2006,"United Arab Emirates",119.4764149,4.66e+11,NA,12,82.648,1716,0.946885347,"United Arab Emirates",2006,"ARE",0,0,NA,0,0,NA
"56","ARE2007",126,"AE","ARE",2007,"United Arab Emirates",136.7981529,4.81e+11,NA,12,83.019,1932,1.077331901,"United Arab Emirates",2007,"ARE",0,0,NA,0,0,NA
"57","ARE2008",127,"AE","ARE",2008,"United Arab Emirates",148.513544,4.97e+11,NA,12,83.377,2148,1.130632758,"United Arab Emirates",2008,"ARE",0,0,NA,0,0,NA
"58","ARE2009",128,"AE","ARE",2009,"United Arab Emirates",153.4619444,4.7e+11,NA,12,83.723,2364,0.954904318,"United Arab Emirates",2009,"ARE",0,0,NA,0,0,NA
"59","ARE2010",129,"AE","ARE",2010,"United Arab Emirates",151.0004339,4.78e+11,NA,12,84.055,2580,0.928728223,"United Arab Emirates",2010,"ARE",0,0,NA,0,0,NA
"60","ARG1996",261,"AR","ARG",1996,"Argentina",21.50635817,NA,78.37558,NA,88.366,10,-0.212721094,"Argentina",1996,"ARG",0,1999,-3,0,0,NA
"61","ARG1997",262,"AR","ARG",1997,"Argentina",23.3361447,NA,75.16732,NA,88.564,NA,NA,"Argentina",1997,"ARG",0,1999,-2,0,0,NA
"62","ARG1998",263,"AR","ARG",1998,"Argentina",23.34994435,NA,81.42908,NA,88.759,226,-0.184158728,"Argentina",1998,"ARG",0,1999,-1,0,0,NA
"63","ARG1999",264,"AR","ARG",1999,"Argentina",21.38265679,NA,84.86006,NA,88.952,NA,NA,"Argentina",1999,"ARG",1,1999,0,0,0,NA
"64","ARG2000",265,"AR","ARG",2000,"Argentina",22.62250234,NA,86.39855,NA,89.142,442,-0.338503987,"Argentina",2000,"ARG",1,1999,1,0,0,NA
"65","ARG2001",266,"AR","ARG",2001,"Argentina",21.85242285,NA,87.19633,NA,89.329,NA,NA,"Argentina",2001,"ARG",1,1999,2,0,0,NA
"66","ARG2002",267,"AR","ARG",2002,"Argentina",41.7527513,NA,86.65237,NA,89.519,658,-0.514156342,"Argentina",2002,"ARG",1,1999,3,0,0,NA
"67","ARG2003",268,"AR","ARG",2003,"Argentina",40.64468975,NA,85.866,NA,89.71,874,-0.522940814,"Argentina",2003,"ARG",1,1999,4,0,0,NA
"68","ARG2004",269,"AR","ARG",2004,"Argentina",36.97140911,NA,85.21069,NA,89.899,1090,-0.454474509,"Argentina",2004,"ARG",1,1999,5,0,0,NA
"69","ARG2005",270,"AR","ARG",2005,"Argentina",36.79644458,NA,84.13154,453,90.084,1306,-0.430843294,"Argentina",2005,"ARG",1,1999,6,0,0,NA
"70","ARG2006",271,"AR","ARG",2006,"Argentina",35.89432435,NA,83.90087,453,90.266,1522,-0.397378683,"Argentina",2006,"ARG",1,1999,7,0,0,NA
"71","ARG2007",272,"AR","ARG",2007,"Argentina",35.8616295,NA,83.75379,453,90.445,1738,-0.39808014,"Argentina",2007,"ARG",1,1999,8,0,0,NA
"72","ARG2008",273,"AR","ARG",2008,"Argentina",36.27045525,NA,84.84822,453,90.622,1954,-0.473709464,"Argentina",2008,"ARG",1,1999,9,0,0,NA
"73","ARG2009",274,"AR","ARG",2009,"Argentina",30.18282575,NA,87.53422,453,90.795,2170,-0.50360018,"Argentina",2009,"ARG",1,1999,10,0,0,NA
"74","ARG2010",275,"AR","ARG",2010,"Argentina",32.21237791,NA,89.24981,453,90.966,2386,-0.413507283,"Argentina",2010,"ARG",1,1999,11,0,0,NA
"75","ARM1996",207,"AM","ARM",1996,"Armenia",79.22956159,7402586818,91.43074,NA,65.781,11,-0.472677261,"Armenia",1996,"ARM",0,2004,-8,0,2003,-7
"76","ARM1997",208,"AM","ARM",1997,"Armenia",78.54774452,7648432626,91.31016,NA,65.504,NA,NA,"Armenia",1997,"ARM",0,2004,-7,0,2003,-6
"77","ARM1998",209,"AM","ARM",1998,"Armenia",71.84245314,8206768207,93.19355,NA,65.226,227,-0.737066507,"Armenia",1998,"ARM",0,2004,-6,0,2003,-5
"78","ARM1999",210,"AM","ARM",1999,"Armenia",70.56041951,8477591558,92.60464,NA,64.947,NA,NA,"Armenia",1999,"ARM",0,2004,-5,0,2003,-4
"79","ARM2000",211,"AM","ARM",2000,"Armenia",73.91856775,8977769460,90.74996,NA,64.666,443,-0.651570499,"Armenia",2000,"ARM",0,2004,-4,0,2003,-3
"80","ARM2001",212,"AM","ARM",2001,"Armenia",71.61719663,9835742702,87.13641,NA,64.385,NA,NA,"Armenia",2001,"ARM",0,2004,-3,0,2003,-2
"81","ARM2002",213,"AM","ARM",2002,"Armenia",75.9434196,11132713294,NA,NA,64.283,659,-0.649846375,"Armenia",2002,"ARM",0,2004,-2,0,2003,-1
"82","ARM2003",214,"AM","ARM",2003,"Armenia",82.18764655,12695834752,NA,NA,64.25,875,-0.553990602,"Armenia",2003,"ARM",0,2004,-1,1,2004,-1
"83","ARM2004",215,"AM","ARM",2004,"Armenia",75.03721018,14024814657,88.32074,NA,64.217,1091,-0.606656432,"Armenia",2004,"ARM",1,2004,0,1,2004,0
"84","ARM2005",216,"AM","ARM",2005,"Armenia",72.03892547,15969454960,91.05856,572,64.184,1307,-0.634281039,"Armenia",2005,"ARM",1,2004,1,1,2004,1
"85","ARM2006",217,"AM","ARM",2006,"Armenia",62.60919306,18077104187,93.88583,572,64.15,1523,-0.586244166,"Armenia",2006,"ARM",1,2004,2,1,2004,2
"86","ARM2007",218,"AM","ARM",2007,"Armenia",58.33645838,20562561750,94.87297,578,64.117,1739,-0.663681686,"Armenia",2007,"ARM",1,2004,3,1,2004,3
"87","ARM2008",219,"AM","ARM",2008,"Armenia",55.70286212,21981378511,92.70561,578,63.997,1955,-0.634572446,"Armenia",2008,"ARM",1,2004,4,1,2004,4
"88","ARM2009",220,"AM","ARM",2009,"Armenia",58.47886987,18871015949,96.63288,578,63.789,2171,-0.556354344,"Armenia",2009,"ARM",1,2004,5,1,2004,5
"89","ARM2010",221,"AM","ARM",2010,"Armenia",66.14728669,19286178300,NA,578,63.58,2387,-0.650609612,"Armenia",2010,"ARM",1,2004,6,1,2004,6
"90","ATG1996",153,"AG","ATG",1996,"Antigua and Barbuda",174.2282223,1252438531,NA,NA,33.59,9,0.901485145,"Antigua and Barbuda",1996,"ATG",0,0,NA,0,2004,-8
"91","ATG1997",154,"AG","ATG",1997,"Antigua and Barbuda",158.9333163,1313630693,NA,NA,33.221,NA,NA,"Antigua and Barbuda",1997,"ATG",0,0,NA,0,2004,-7
"92","ATG1998",155,"AG","ATG",1998,"Antigua and Barbuda",154.1556657,1371531251,NA,NA,32.855,225,0.920661032,"Antigua and Barbuda",1998,"ATG",0,0,NA,0,2004,-6
"93","ATG1999",156,"AG","ATG",1999,"Antigua and Barbuda",153.7392045,1428060346,NA,NA,32.49,NA,NA,"Antigua and Barbuda",1999,"ATG",0,0,NA,0,2004,-5
"94","ATG2000",157,"AG","ATG",2000,"Antigua and Barbuda",123.1534659,1500059854,77.87454,NA,32.127,441,0.913646162,"Antigua and Barbuda",2000,"ATG",0,0,NA,0,2004,-4
"95","ATG2001",158,"AG","ATG",2001,"Antigua and Barbuda",120.4379642,1452144313,NA,NA,31.74,NA,NA,"Antigua and Barbuda",2001,"ATG",0,0,NA,0,2004,-3
"96","ATG2002",159,"AG","ATG",2002,"Antigua and Barbuda",112.4326412,1494608664,NA,NA,31.099,657,0.84504503,"Antigua and Barbuda",2002,"ATG",0,0,NA,0,2004,-2
"97","ATG2003",160,"AG","ATG",2003,"Antigua and Barbuda",118.737312,1582994312,NA,NA,30.465,873,0.833458722,"Antigua and Barbuda",2003,"ATG",0,0,NA,0,2004,-1
"98","ATG2004",161,"AG","ATG",2004,"Antigua and Barbuda",125.3747215,1666678042,NA,NA,29.837,1089,0.836443722,"Antigua and Barbuda",2004,"ATG",0,0,NA,1,2004,0
"99","ATG2005",162,"AG","ATG",2005,"Antigua and Barbuda",123.1222944,1768065875,NA,184,29.219,1305,0.765766919,"Antigua and Barbuda",2005,"ATG",0,0,NA,1,2004,1
"100","ATG2006",163,"AG","ATG",2006,"Antigua and Barbuda",120.3885578,2004569442,NA,184,28.607,1521,1.27474761,"Antigua and Barbuda",2006,"ATG",0,0,NA,1,2004,2
"101","ATG2007",164,"AG","ATG",2007,"Antigua and Barbuda",117.4059642,2194982380,102.67226,184,28.003,1737,1.298273921,"Antigua and Barbuda",2007,"ATG",0,0,NA,1,2004,3
"102","ATG2008",165,"AG","ATG",2008,"Antigua and Barbuda",117.0873737,2196543254,110.87124,207,27.406,1953,1.319785237,"Antigua and Barbuda",2008,"ATG",0,0,NA,1,2004,4
"103","ATG2009",166,"AG","ATG",2009,"Antigua and Barbuda",105.1135385,1932166977,108.52251,207,26.819,2169,1.345136762,"Antigua and Barbuda",2009,"ATG",0,0,NA,1,2004,5
"104","ATG2010",167,"AG","ATG",2010,"Antigua and Barbuda",105.9200731,1794152458,106.20672,207,26.239,2385,1.333021045,"Antigua and Barbuda",2010,"ATG",0,0,NA,1,2004,6
"105","AUS1996",318,"AU","AUS",1996,"Australia",38.2183908,5.7e+11,147.87846,NA,86.283,13,1.885739684,"Australia",1996,"AUS",1,1988,8,1,1982,14
"106","AUS1997",319,"AU","AUS",1997,"Australia",37.95045753,5.93e+11,152.17313,NA,86.504,NA,NA,"Australia",1997,"AUS",1,1988,9,1,1982,15
"107","AUS1998",320,"AU","AUS",1998,"Australia",39.97220896,6.19e+11,155.08263,NA,86.727,229,1.766417265,"Australia",1998,"AUS",1,1988,10,1,1982,16
"108","AUS1999",321,"AU","AUS",1999,"Australia",39.00632494,6.5e+11,157.53703,NA,86.947,NA,NA,"Australia",1999,"AUS",1,1988,11,1,1982,17
"109","AUS2000",322,"AU","AUS",2000,"Australia",40.90457798,6.75e+11,162.61005,NA,87.165,445,1.956480265,"Australia",2000,"AUS",1,1988,12,1,1982,18
"110","AUS2001",323,"AU","AUS",2001,"Australia",44.11794317,6.88e+11,154.98396,NA,87.378,NA,NA,"Australia",2001,"AUS",1,1988,13,1,1982,19
"111","AUS2002",324,"AU","AUS",2002,"Australia",41.32677983,7.15e+11,154.31172,NA,87.541,661,1.753399134,"Australia",2002,"AUS",1,1988,14,1,1982,20
"112","AUS2003",325,"AU","AUS",2003,"Australia",39.96790389,7.37e+11,156.19435,NA,87.695,877,1.944987774,"Australia",2003,"AUS",1,1988,15,1,1982,21
"113","AUS2004",326,"AU","AUS",2004,"Australia",36.72774684,7.67e+11,149.94206,NA,87.849,1093,2.096967697,"Australia",2004,"AUS",1,1988,16,1,1982,22
"114","AUS2005",327,"AU","AUS",2005,"Australia",38.86503191,7.92e+11,148.3661,107,88,1309,1.974200845,"Australia",2005,"AUS",1,1988,17,1,1982,23
"115","AUS2006",328,"AU","AUS",2006,"Australia",41.01724853,8.15e+11,127.38962,107,88.15,1525,1.991444588,"Australia",2006,"AUS",1,1988,18,1,1982,24
"116","AUS2007",329,"AU","AUS",2007,"Australia",41.40257001,8.46e+11,126.36638,107,88.298,1741,2.041598082,"Australia",2007,"AUS",1,1988,19,1,1982,25
"117","AUS2008",330,"AU","AUS",2008,"Australia",42.11823852,8.77e+11,128.03406,107,88.445,1957,2.071748018,"Australia",2008,"AUS",1,1988,20,1,1982,26
"118","AUS2009",331,"AU","AUS",2009,"Australia",44.94695497,8.93e+11,130.31854,107,88.59,2173,2.07833147,"Australia",2009,"AUS",1,1988,21,1,1982,27
"119","AUS2010",332,"AU","AUS",2010,"Australia",39.86036365,9.11e+11,132.4567,109,88.733,2389,2.044238567,"Australia",2010,"AUS",1,1988,22,1,1982,28
"120","AUT1996",299,"AT","AUT",1996,"Austria",70.20658284,2.73e+11,105.82804,NA,65.8,14,1.932839155,"Austria",1996,"AUT",0,2010,-14,0,0,-14
"121","AUT1997",300,"AT","AUT",1997,"Austria",74.99296903,2.79e+11,105.28687,NA,65.8,NA,NA,"Austria",1997,"AUT",0,2010,-13,0,0,-13
"122","AUT1998",301,"AT","AUT",1998,"Austria",77.08780334,2.89e+11,97.8917,NA,65.8,230,2.06694746,"Austria",1998,"AUT",0,2010,-12,0,0,-12
"123","AUT1999",302,"AT","AUT",1999,"Austria",78.37926897,2.99e+11,98.59196,NA,65.8,NA,NA,"Austria",1999,"AUT",0,2010,-11,0,0,-11
"124","AUT2000",303,"AT","AUT",2000,"Austria",85.47378348,3.09e+11,98.84618,NA,65.8,446,1.949713111,"Austria",2000,"AUT",0,2010,-10,0,0,-10
"125","AUT2001",304,"AT","AUT",2001,"Austria",87.6386079,3.14e+11,99.10871,NA,65.801,NA,NA,"Austria",2001,"AUT",0,2010,-9,0,0,-9
"126","AUT2002",305,"AT","AUT",2002,"Austria",86.95994943,3.19e+11,99.16256,NA,65.806,662,2.094355106,"Austria",2002,"AUT",0,2010,-8,0,0,-8
"127","AUT2003",306,"AT","AUT",2003,"Austria",86.4920632,3.21e+11,99.62505,NA,65.812,878,2.102962971,"Austria",2003,"AUT",0,2010,-7,0,0,-7
"128","AUT2004",307,"AT","AUT",2004,"Austria",90.93434994,3.3e+11,99.67938,NA,65.818,1094,2.148104191,"Austria",2004,"AUT",0,2010,-6,0,0,-6
"129","AUT2005",308,"AT","AUT",2005,"Austria",94.16200791,3.37e+11,100.5128,170,65.824,1310,1.955382466,"Austria",2005,"AUT",0,2010,-5,0,0,-5
"130","AUT2006",309,"AT","AUT",2006,"Austria",98.23025541,3.48e+11,100.47299,170,65.829,1526,1.99113667,"Austria",2006,"AUT",0,2010,-4,0,0,-4
"131","AUT2007",310,"AT","AUT",2007,"Austria",100.8188331,3.61e+11,99.80675,170,65.835,1742,2.102521658,"Austria",2007,"AUT",0,2010,-3,0,0,-3
"132","AUT2008",311,"AT","AUT",2008,"Austria",102.1250511,3.66e+11,99.48116,170,65.841,1958,1.918079138,"Austria",2008,"AUT",0,2010,-2,0,0,-2
"133","AUT2009",312,"AT","AUT",2009,"Austria",86.80704205,3.53e+11,99.68864,170,65.847,2174,1.764009595,"Austria",2009,"AUT",0,2010,-1,0,0,-1
"134","AUT2010",313,"AT","AUT",2010,"Austria",98.68308627,3.59e+11,98.86224,170,65.852,2390,1.626625896,"Austria",2010,"AUT",1,2010,0,1,2010,0
"135","AZE1996",356,"AZ","AZE",1996,"Azerbaijan",85.06335997,25844073485,73.51985,NA,51.896,15,-1.254181266,"Azerbaijan",1996,"AZE",0,2005,-9,0,2005,-9
"136","AZE1997",357,"AZ","AZE",1997,"Azerbaijan",82.04624669,27343029882,72.3654,NA,51.588,NA,NA,"Azerbaijan",1997,"AZE",0,2005,-8,0,2005,-8
"137","AZE1998",358,"AZ","AZE",1998,"Azerbaijan",77.23357999,30077332946,NA,NA,51.278,231,-1.124880672,"Azerbaijan",1998,"AZE",0,2005,-7,0,2005,-7
"138","AZE1999",359,"AZ","AZE",1999,"Azerbaijan",69.86122148,32303055759,NA,NA,51.185,NA,NA,"Azerbaijan",1999,"AZE",0,2005,-6,0,2005,-6
"139","AZE2000",360,"AZ","AZE",2000,"Azerbaijan",77.41945487,35888694708,NA,NA,51.386,447,-1.09498632,"Azerbaijan",2000,"AZE",0,2005,-5,0,2005,-5
"140","AZE2001",361,"AZ","AZE",2001,"Azerbaijan",78.24097186,39441675484,NA,NA,51.587,NA,NA,"Azerbaijan",2001,"AZE",0,2005,-4,0,2005,-4
"141","AZE2002",362,"AZ","AZE",2002,"Azerbaijan",92.81745799,43622492770,NA,NA,51.787,663,-1.053348303,"Azerbaijan",2002,"AZE",0,2005,-3,0,2005,-3
"142","AZE2003",363,"AZ","AZE",2003,"Azerbaijan",107.5613867,48508212064,NA,NA,51.988,879,-0.946838796,"Azerbaijan",2003,"AZE",0,2005,-2,0,2005,-2
"143","AZE2004",364,"AZ","AZE",2004,"Azerbaijan",121.5033645,53456049887,NA,NA,52.189,1095,-1.111529112,"Azerbaijan",2004,"AZE",0,2005,-1,0,2005,-1
"144","AZE2005",365,"AZ","AZE",2005,"Azerbaijan",115.8334454,67568447490,NA,756,52.389,1311,-0.989110589,"Azerbaijan",2005,"AZE",1,2005,0,1,2005,0
"145","AZE2006",366,"AZ","AZE",2006,"Azerbaijan",105.2656161,90879561543,96.92595,1000,52.589,1527,-0.989630938,"Azerbaijan",2006,"AZE",1,2005,1,1,2005,1
"146","AZE2007",367,"AZ","AZE",2007,"Azerbaijan",96.6446392,1.14e+11,96.91662,952,52.79,1743,-1.017777085,"Azerbaijan",2007,"AZE",1,2005,2,1,2005,2
"147","AZE2008",368,"AZ","AZE",2008,"Azerbaijan",89.24289686,1.26e+11,98.60539,376,52.99,1959,-1.04131341,"Azerbaijan",2008,"AZE",1,2005,3,1,2005,3
"148","AZE2009",369,"AZ","AZE",2009,"Azerbaijan",74.74404168,1.38e+11,99.35812,376,53.19,2175,-1.110044003,"Azerbaijan",2009,"AZE",1,2005,4,1,2005,4
"149","AZE2010",370,"AZ","AZE",2010,"Azerbaijan",74.98598846,1.44e+11,98.80386,306,53.401,2391,-1.179017186,"Azerbaijan",2010,"AZE",1,2005,5,1,2005,5
"150","BDI1996",527,"BI","BDI",1996,"Burundi",21.57372227,4770978271,NA,NA,7.412,33,-1.388785481,"Burundi",1996,"BDI",0,2002,-6,0,0,NA
"151","BDI1997",528,"BI","BDI",1997,"Burundi",24.27537923,4695119716,NA,NA,7.618,NA,NA,"Burundi",1997,"BDI",0,2002,-5,0,0,NA
"152","BDI1998",529,"BI","BDI",1998,"Burundi",27.44002999,4918137902,NA,NA,7.83,249,-1.154359818,"Burundi",1998,"BDI",0,2002,-4,0,0,NA
"153","BDI1999",530,"BI","BDI",1999,"Burundi",23.53974528,4868464710,NA,NA,8.036,NA,NA,"Burundi",1999,"BDI",0,2002,-3,0,0,NA
"154","BDI2000",531,"BI","BDI",2000,"Burundi",22.55372449,4826748585,NA,NA,8.246,465,-1.0145576,"Burundi",2000,"BDI",0,2002,-2,0,0,NA
"155","BDI2001",532,"BI","BDI",2001,"Burundi",20.96404561,4925977226,9.73215,NA,8.461,NA,NA,"Burundi",2001,"BDI",0,2002,-1,0,0,NA
"156","BDI2002",533,"BI","BDI",2002,"Burundi",21.67382941,5145011760,10.08816,NA,8.682,681,-0.942692518,"Burundi",2002,"BDI",1,2002,0,0,0,NA
"157","BDI2003",534,"BI","BDI",2003,"Burundi",27.37631208,5082050812,10.24191,NA,8.908,897,-1.047090173,"Burundi",2003,"BDI",1,2002,1,0,0,NA
